Class,Sample_ID,Year,Treatment,Season,Replicate,Count,Experiment
ignavibacteria,2018-SF-Bud-A,2018,SF,Bud,A,860,Fertilizer
ignavibacteria,2018-SF-Bud-B,2018,SF,Bud,B,826,Fertilizer
ignavibacteria,2018-SF-Bud-C,2018,SF,Bud,C,620,Fertilizer
ignavibacteria,2018-SF-Bloom-A,2018,SF,Bloom,A,593,Fertilizer
ignavibacteria,2018-SF-Bloom-C,2018,SF,Bloom,C,598,Fertilizer
ignavibacteria,2018-SF-Veraison-A,2018,SF,Veraison,A,446,Fertilizer
ignavibacteria,2018-SF-Veraison-B,2018,SF,Veraison,B,406,Fertilizer
ignavibacteria,2018-SF-Veraison-C,2018,SF,Veraison,C,337,Fertilizer
ignavibacteria,2018-SF-Harvest-A,2018,SF,Harvest,A,409,Fertilizer
ignavibacteria,2018-SF-Harvest-B,2018,SF,Harvest,B,262,Fertilizer
ignavibacteria,2018-OF-Bud-A,2018,OF,Bud,A,927,Fertilizer
ignavibacteria,2018-OF-Bud-B,2018,OF,Bud,B,528,Fertilizer
ignavibacteria,2018-OF-Bud-C,2018,OF,Bud,C,828,Fertilizer
ignavibacteria,2018-OF-Bloom-B,2018,OF,Bloom,B,690,Fertilizer
ignavibacteria,2018-OF-Bloom-C,2018,OF,Bloom,C,609,Fertilizer
ignavibacteria,2018-OF-Veraison-A,2018,OF,Veraison,A,420,Fertilizer
ignavibacteria,2018-OF-Veraison-B,2018,OF,Veraison,B,258,Fertilizer
ignavibacteria,2018-OF-Veraison-C,2018,OF,Veraison,C,478,Fertilizer
ignavibacteria,2018-OF-Harvest-A,2018,OF,Harvest,A,367,Fertilizer
ignavibacteria,2018-OF-Harvest-B,2018,OF,Harvest,B,386,Fertilizer
ignavibacteria,2018-OF-Harvest-C,2018,OF,Harvest,C,224,Fertilizer
ignavibacteria,2018-NF-Bud-A,2018,NF,Bud,A,879,Fertilizer
ignavibacteria,2018-NF-Bud-B,2018,NF,Bud,B,784,Fertilizer
ignavibacteria,2018-NF-Bud-C,2018,NF,Bud,C,750,Fertilizer
ignavibacteria,2018-NF-Bloom-A,2018,NF,Bloom,A,841,Fertilizer
ignavibacteria,2018-NF-Bloom-B,2018,NF,Bloom,B,890,Fertilizer
ignavibacteria,2018-NF-Bloom-C,2018,NF,Bloom,C,830,Fertilizer
ignavibacteria,2018-NF-Veraison-A,2018,NF,Veraison,A,375,Fertilizer
ignavibacteria,2018-NF-Veraison-B,2018,NF,Veraison,B,359,Fertilizer
ignavibacteria,2018-NF-Veraison-C,2018,NF,Veraison,C,368,Fertilizer
ignavibacteria,2018-NF-Harvest-A,2018,NF,Harvest,A,374,Fertilizer
ignavibacteria,2018-NF-Harvest-B,2018,NF,Harvest,B,283,Fertilizer
ignavibacteria,2018-NF-Harvest-C,2018,NF,Harvest,C,213,Fertilizer
ignavibacteria,2018-HW-Bud-A,2018,HW,Bud,A,645,Crop Cover
ignavibacteria,2018-HW-Bud-B,2018,HW,Bud,B,709,Crop Cover
ignavibacteria,2018-HW-Bud-C,2018,HW,Bud,C,776,Crop Cover
ignavibacteria,2018-HW-Bloom-A,2018,HW,Bloom,A,371,Crop Cover
ignavibacteria,2018-HW-Bloom-B,2018,HW,Bloom,B,484,Crop Cover
ignavibacteria,2018-HW-Bloom-C,2018,HW,Bloom,C,461,Crop Cover
ignavibacteria,2018-HW-Veraison-A,2018,HW,Veraison,A,333,Crop Cover
ignavibacteria,2018-HW-Veraison-B,2018,HW,Veraison,B,333,Crop Cover
ignavibacteria,2018-HW-Veraison-C,2018,HW,Veraison,C,173,Crop Cover
ignavibacteria,2018-HW-Harvest-A,2018,HW,Harvest,A,244,Crop Cover
ignavibacteria,2018-HW-Harvest-B,2018,HW,Harvest,B,258,Crop Cover
ignavibacteria,2018-HW-Harvest-C,2018,HW,Harvest,C,238,Crop Cover
ignavibacteria,2018-LW-Bud-A,2018,LW,Bud,A,482,Crop Cover
ignavibacteria,2018-LW-Bud-B,2018,LW,Bud,B,1120,Crop Cover
ignavibacteria,2018-LW-Bud-C,2018,LW,Bud,C,819,Crop Cover
ignavibacteria,2018-LW-Bloom-A,2018,LW,Bloom,A,464,Crop Cover
ignavibacteria,2018-LW-Bloom-B,2018,LW,Bloom,B,569,Crop Cover
ignavibacteria,2018-LW-Bloom-C,2018,LW,Bloom,C,498,Crop Cover
ignavibacteria,2018-LW-Veraison-A,2018,LW,Veraison,A,166,Crop Cover
ignavibacteria,2018-LW-Veraison-B,2018,LW,Veraison,B,364,Crop Cover
ignavibacteria,2018-LW-Veraison-C,2018,LW,Veraison,C,245,Crop Cover
ignavibacteria,2018-LW-Harvest-A,2018,LW,Harvest,A,286,Crop Cover
ignavibacteria,2018-LW-Harvest-B,2018,LW,Harvest,B,161,Crop Cover
ignavibacteria,2018-LW-Harvest-C,2018,LW,Harvest,C,243,Crop Cover
ignavibacteria,2018-NCC-Bud-A,2018,NCC,Bud,A,701,Crop Cover
ignavibacteria,2018-NCC-Bud-B,2018,NCC,Bud,B,480,Crop Cover
ignavibacteria,2018-NCC-Bud-C,2018,NCC,Bud,C,429,Crop Cover
ignavibacteria,2018-NCC-Bloom-A,2018,NCC,Bloom,A,345,Crop Cover
ignavibacteria,2018-NCC-Bloom-B,2018,NCC,Bloom,B,605,Crop Cover
ignavibacteria,2018-NCC-Bloom-C,2018,NCC,Bloom,C,484,Crop Cover
ignavibacteria,2018-NCC-Veraison-A,2018,NCC,Veraison,A,253,Crop Cover
ignavibacteria,2018-NCC-Veraison-B,2018,NCC,Veraison,B,241,Crop Cover
ignavibacteria,2018-NCC-Veraison-C,2018,NCC,Veraison,C,158,Crop Cover
ignavibacteria,2018-NCC-Harvest-A,2018,NCC,Harvest,A,217,Crop Cover
ignavibacteria,2018-NCC-Harvest-B,2018,NCC,Harvest,B,167,Crop Cover
oligoflexia,2018-NH-Bloom-B,2018,NH,Bloom,B,1,Herbicide
oligoflexia,2018-NH-Harvest-C,2018,NH,Harvest,C,0,Herbicide
oligoflexia,2018-SF-Bloom-B,2018,SF,Bloom,B,0,Fertilizer
oligoflexia,2018-SF-Harvest-C,2018,SF,Harvest,C,0,Fertilizer
oligoflexia,2018-OF-Bloom-A,2018,OF,Bloom,A,0,Fertilizer
oligoflexia,2016-H-Bud-A,2016,H,Bud,A,0,Herbicide
oligoflexia,2016-H-Bud-B,2016,H,Bud,B,0,Herbicide
oligoflexia,2016-H-Bud-C,2016,H,Bud,C,0,Herbicide
oligoflexia,2016-H-Bloom-A,2016,H,Bloom,A,0,Herbicide
oligoflexia,2016-H-Bloom-B,2016,H,Bloom,B,0,Herbicide
oligoflexia,2016-H-Bloom-C,2016,H,Bloom,C,0,Herbicide
oligoflexia,2016-H-Veraison-A,2016,H,Veraison,A,0,Herbicide
oligoflexia,2016-H-Veraison-B,2016,H,Veraison,B,0,Herbicide
oligoflexia,2016-H-Veraison-C,2016,H,Veraison,C,0,Herbicide
oligoflexia,2016-H-Harvest-A,2016,H,Harvest,A,0,Herbicide
oligoflexia,2016-H-Harvest-B,2016,H,Harvest,B,0,Herbicide
oligoflexia,2016-H-Harvest-C,2016,H,Harvest,C,0,Herbicide
oligoflexia,2016-HW-Bud-A,2016,HW,Bud,A,0,Crop Cover
oligoflexia,2016-HW-Bud-B,2016,HW,Bud,B,0,Crop Cover
oligoflexia,2016-HW-Bud-C,2016,HW,Bud,C,0,Crop Cover
oligoflexia,2016-HW-Bloom-A,2016,HW,Bloom,A,0,Crop Cover
oligoflexia,2016-HW-Bloom-B,2016,HW,Bloom,B,0,Crop Cover
oligoflexia,2016-HW-Bloom-C,2016,HW,Bloom,C,0,Crop Cover
oligoflexia,2016-HW-Veraison-A,2016,HW,Veraison,A,0,Crop Cover
oligoflexia,2016-HW-Veraison-B,2016,HW,Veraison,B,0,Crop Cover
oligoflexia,2016-HW-Veraison-C,2016,HW,Veraison,C,0,Crop Cover
oligoflexia,2016-HW-Harvest-A,2016,HW,Harvest,A,0,Crop Cover
oligoflexia,2016-HW-Harvest-B,2016,HW,Harvest,B,0,Crop Cover
oligoflexia,2016-HW-Harvest-C,2016,HW,Harvest,C,0,Crop Cover
oligoflexia,2016-LW-Bud-A,2016,LW,Bud,A,0,Crop Cover
oligoflexia,2016-LW-Bud-B,2016,LW,Bud,B,0,Crop Cover
oligoflexia,2016-LW-Bud-C,2016,LW,Bud,C,0,Crop Cover
oligoflexia,2016-LW-Bloom-A,2016,LW,Bloom,A,0,Crop Cover
oligoflexia,2016-LW-Bloom-B,2016,LW,Bloom,B,0,Crop Cover
oligoflexia,2016-LW-Bloom-C,2016,LW,Bloom,C,0,Crop Cover
oligoflexia,2016-LW-Veraison-A,2016,LW,Veraison,A,0,Crop Cover
oligoflexia,2016-LW-Veraison-B,2016,LW,Veraison,B,0,Crop Cover
oligoflexia,2016-LW-Veraison-C,2016,LW,Veraison,C,0,Crop Cover
oligoflexia,2016-LW-Harvest-A,2016,LW,Harvest,A,0,Crop Cover
oligoflexia,2016-LW-Harvest-B,2016,LW,Harvest,B,0,Crop Cover
oligoflexia,2016-LW-Harvest-C,2016,LW,Harvest,C,0,Crop Cover
oligoflexia,2016-NCC-Bud-A,2016,NCC,Bud,A,0,Crop Cover
oligoflexia,2016-NCC-Bud-B,2016,NCC,Bud,B,0,Crop Cover
oligoflexia,2016-NCC-Bud-C,2016,NCC,Bud,C,0,Crop Cover
oligoflexia,2016-NCC-Bloom-A,2016,NCC,Bloom,A,0,Crop Cover
oligoflexia,2016-NCC-Bloom-B,2016,NCC,Bloom,B,0,Crop Cover
oligoflexia,2016-NCC-Bloom-C,2016,NCC,Bloom,C,0,Crop Cover
oligoflexia,2016-NCC-Veraison-A,2016,NCC,Veraison,A,0,Crop Cover
oligoflexia,2016-NCC-Veraison-B,2016,NCC,Veraison,B,0,Crop Cover
oligoflexia,2016-NCC-Veraison-C,2016,NCC,Veraison,C,0,Crop Cover
oligoflexia,2016-NCC-Harvest-A,2016,NCC,Harvest,A,0,Crop Cover
oligoflexia,2016-NCC-Harvest-B,2016,NCC,Harvest,B,0,Crop Cover
oligoflexia,2016-NCC-Harvest-C,2016,NCC,Harvest,C,0,Crop Cover
oligoflexia,2016-NF-Bud-A,2016,NF,Bud,A,0,Fertilizer
oligoflexia,2016-NF-Bud-B,2016,NF,Bud,B,0,Fertilizer
oligoflexia,2016-NF-Bud-C,2016,NF,Bud,C,0,Fertilizer
oligoflexia,2016-NF-Bloom-A,2016,NF,Bloom,A,0,Fertilizer
oligoflexia,2016-NF-Bloom-B,2016,NF,Bloom,B,0,Fertilizer
oligoflexia,2016-NF-Bloom-C,2016,NF,Bloom,C,0,Fertilizer
oligoflexia,2016-NF-Veraison-A,2016,NF,Veraison,A,0,Fertilizer
oligoflexia,2016-NF-Veraison-B,2016,NF,Veraison,B,0,Fertilizer
oligoflexia,2016-NF-Veraison-C,2016,NF,Veraison,C,0,Fertilizer
oligoflexia,2016-NF-Harvest-A,2016,NF,Harvest,A,0,Fertilizer
oligoflexia,2016-NF-Harvest-B,2016,NF,Harvest,B,0,Fertilizer
oligoflexia,2016-NF-Harvest-C,2016,NF,Harvest,C,0,Fertilizer
oligoflexia,2016-NH-Bud-A,2016,NH,Bud,A,0,Herbicide
oligoflexia,2016-NH-Bud-B,2016,NH,Bud,B,0,Herbicide
oligoflexia,2016-NH-Bud-C,2016,NH,Bud,C,0,Herbicide
oligoflexia,2016-NH-Bloom-A,2016,NH,Bloom,A,0,Herbicide
oligoflexia,2016-NH-Bloom-B,2016,NH,Bloom,B,0,Herbicide
oligoflexia,2016-NH-Bloom-C,2016,NH,Bloom,C,0,Herbicide
oligoflexia,2016-NH-Veraison-A,2016,NH,Veraison,A,0,Herbicide
oligoflexia,2016-NH-Veraison-B,2016,NH,Veraison,B,0,Herbicide
oligoflexia,2016-NH-Veraison-C,2016,NH,Veraison,C,0,Herbicide
oligoflexia,2016-NH-Harvest-A,2016,NH,Harvest,A,0,Herbicide
oligoflexia,2016-NH-Harvest-B,2016,NH,Harvest,B,0,Herbicide
oligoflexia,2016-NH-Harvest-C,2016,NH,Harvest,C,0,Herbicide
oligoflexia,2016-OF-Bud-A,2016,OF,Bud,A,0,Fertilizer
oligoflexia,2016-OF-Bud-B,2016,OF,Bud,B,0,Fertilizer
oligoflexia,2016-OF-Bud-C,2016,OF,Bud,C,1,Fertilizer
oligoflexia,2016-OF-Bloom-A,2016,OF,Bloom,A,0,Fertilizer
oligoflexia,2016-OF-Bloom-B,2016,OF,Bloom,B,0,Fertilizer
oligoflexia,2016-OF-Bloom-C,2016,OF,Bloom,C,0,Fertilizer
oligoflexia,2016-OF-Veraison-A,2016,OF,Veraison,A,0,Fertilizer
oligoflexia,2016-OF-Veraison-B,2016,OF,Veraison,B,0,Fertilizer
oligoflexia,2016-OF-Veraison-C,2016,OF,Veraison,C,0,Fertilizer
oligoflexia,2016-OF-Harvest-A,2016,OF,Harvest,A,0,Fertilizer
oligoflexia,2016-OF-Harvest-B,2016,OF,Harvest,B,0,Fertilizer
oligoflexia,2016-OF-Harvest-C,2016,OF,Harvest,C,0,Fertilizer
oligoflexia,2016-SF-Bud-A,2016,SF,Bud,A,0,Fertilizer
oligoflexia,2016-SF-Bud-B,2016,SF,Bud,B,0,Fertilizer
oligoflexia,2016-SF-Bud-C,2016,SF,Bud,C,0,Fertilizer
oligoflexia,2016-SF-Bloom-A,2016,SF,Bloom,A,0,Fertilizer
oligoflexia,2016-SF-Bloom-B,2016,SF,Bloom,B,0,Fertilizer
oligoflexia,2016-SF-Bloom-C,2016,SF,Bloom,C,0,Fertilizer
oligoflexia,2016-SF-Veraison-A,2016,SF,Veraison,A,0,Fertilizer
oligoflexia,2016-SF-Veraison-B,2016,SF,Veraison,B,0,Fertilizer
oligoflexia,2016-SF-Veraison-C,2016,SF,Veraison,C,0,Fertilizer
oligoflexia,2016-SF-Harvest-A,2016,SF,Harvest,A,0,Fertilizer
oligoflexia,2016-SF-Harvest-B,2016,SF,Harvest,B,0,Fertilizer
oligoflexia,2016-SF-Harvest-C,2016,SF,Harvest,C,0,Fertilizer
oligoflexia,2017-HW-Bud-A,2017,HW,Bud,A,0,Crop Cover
oligoflexia,2017-HW-Bud-B,2017,HW,Bud,B,0,Crop Cover
oligoflexia,2017-HW-Bud-C,2017,HW,Bud,C,0,Crop Cover
oligoflexia,2017-LW-Bud-A,2017,LW,Bud,A,1,Crop Cover
oligoflexia,2017-LW-Bud-B,2017,LW,Bud,B,0,Crop Cover
oligoflexia,2017-LW-Bud-C,2017,LW,Bud,C,0,Crop Cover
oligoflexia,2017-NCC-Bud-A,2017,NCC,Bud,A,0,Crop Cover
oligoflexia,2017-NCC-Bud-B,2017,NCC,Bud,B,0,Crop Cover
oligoflexia,2017-NCC-Bud-C,2017,NCC,Bud,C,0,Crop Cover
oligoflexia,2017-OF-Bud-A,2017,OF,Bud,A,0,Fertilizer
oligoflexia,2017-OF-Bud-B,2017,OF,Bud,B,0,Fertilizer
oligoflexia,2017-SF-Bud-A,2017,SF,Bud,A,0,Fertilizer
oligoflexia,2017-SF-Bud-B,2017,SF,Bud,B,0,Fertilizer
oligoflexia,2017-SF-Bud-C,2017,SF,Bud,C,0,Fertilizer
oligoflexia,2017-NF-Bud-A,2017,NF,Bud,A,0,Fertilizer
oligoflexia,2017-NF-Bud-B,2017,NF,Bud,B,1,Fertilizer
oligoflexia,2017-NF-Bud-C,2017,NF,Bud,C,0,Fertilizer
oligoflexia,2017-H-Bud-A,2017,H,Bud,A,0,Herbicide
oligoflexia,2017-H-Bud-B,2017,H,Bud,B,0,Herbicide
oligoflexia,2017-H-Bud-C,2017,H,Bud,C,0,Herbicide
oligoflexia,2017-NH-Bud-A,2017,NH,Bud,A,0,Herbicide
oligoflexia,2017-NH-Bud-B,2017,NH,Bud,B,0,Herbicide
oligoflexia,2017-NH-Bud-C,2017,NH,Bud,C,0,Herbicide
oligoflexia,2017-HW-Bloom-A,2017,HW,Bloom,A,0,Crop Cover
oligoflexia,2017-HW-Bloom-B,2017,HW,Bloom,B,0,Crop Cover
oligoflexia,2017-HW-Bloom-C,2017,HW,Bloom,C,0,Crop Cover
oligoflexia,2017-LW-Bloom-A,2017,LW,Bloom,A,1,Crop Cover
oligoflexia,2017-LW-Bloom-B,2017,LW,Bloom,B,0,Crop Cover
oligoflexia,2017-LW-Bloom-C,2017,LW,Bloom,C,0,Crop Cover
oligoflexia,2017-NCC-Bloom-A,2017,NCC,Bloom,A,0,Crop Cover
oligoflexia,2017-NCC-Bloom-B,2017,NCC,Bloom,B,0,Crop Cover
oligoflexia,2017-NCC-Bloom-C,2017,NCC,Bloom,C,0,Crop Cover
oligoflexia,2017-OF-Bloom-A,2017,OF,Bloom,A,0,Fertilizer
oligoflexia,2017-OF-Bloom-B,2017,OF,Bloom,B,0,Fertilizer
oligoflexia,2017-OF-Bloom-C,2017,OF,Bloom,C,0,Fertilizer
oligoflexia,2017-SF-Bloom-A,2017,SF,Bloom,A,0,Fertilizer
oligoflexia,2017-SF-Bloom-B,2017,SF,Bloom,B,0,Fertilizer
oligoflexia,2017-SF-Bloom-C,2017,SF,Bloom,C,0,Fertilizer
oligoflexia,2017-NF-Bloom-A,2017,NF,Bloom,A,0,Fertilizer
oligoflexia,2017-NF-Bloom-B,2017,NF,Bloom,B,0,Fertilizer
oligoflexia,2017-NF-Bloom-C,2017,NF,Bloom,C,0,Fertilizer
oligoflexia,2017-H-Bloom-A,2017,H,Bloom,A,0,Herbicide
oligoflexia,2017-H-Bloom-B,2017,H,Bloom,B,0,Herbicide
oligoflexia,2017-H-Bloom-C,2017,H,Bloom,C,0,Herbicide
oligoflexia,2017-NH-Bloom-A,2017,NH,Bloom,A,0,Herbicide
oligoflexia,2017-NH-Bloom-B,2017,NH,Bloom,B,0,Herbicide
oligoflexia,2017-NH-Bloom-C,2017,NH,Bloom,C,0,Herbicide
oligoflexia,2017-HW-Veraison-A,2017,HW,Veraison,A,0,Crop Cover
oligoflexia,2017-HW-Veraison-B,2017,HW,Veraison,B,0,Crop Cover
oligoflexia,2017-HW-Veraison-C,2017,HW,Veraison,C,0,Crop Cover
oligoflexia,2017-LW-Veraison-A,2017,LW,Veraison,A,0,Crop Cover
oligoflexia,2017-LW-Veraison-B,2017,LW,Veraison,B,0,Crop Cover
oligoflexia,2017-LW-Veraison-C,2017,LW,Veraison,C,0,Crop Cover
oligoflexia,2017-NCC-Veraison-A,2017,NCC,Veraison,A,0,Crop Cover
oligoflexia,2017-NCC-Veraison-B,2017,NCC,Veraison,B,0,Crop Cover
oligoflexia,2017-NCC-Veraison-C,2017,NCC,Veraison,C,0,Crop Cover
oligoflexia,2017-OF-Veraison-A,2017,OF,Veraison,A,0,Fertilizer
oligoflexia,2017-OF-Veraison-B,2017,OF,Veraison,B,0,Fertilizer
oligoflexia,2017-OF-Veraison-C,2017,OF,Veraison,C,0,Fertilizer
oligoflexia,2017-SF-Veraison-A,2017,SF,Veraison,A,0,Fertilizer
oligoflexia,2017-SF-Veraison-B,2017,SF,Veraison,B,0,Fertilizer
oligoflexia,2017-SF-Veraison-C,2017,SF,Veraison,C,0,Fertilizer
oligoflexia,2017-NF-Veraison-A,2017,NF,Veraison,A,0,Fertilizer
oligoflexia,2017-NF-Veraison-B,2017,NF,Veraison,B,0,Fertilizer
oligoflexia,2017-NF-Veraison-C,2017,NF,Veraison,C,0,Fertilizer
oligoflexia,2017-H-Veraison-A,2017,H,Veraison,A,0,Herbicide
oligoflexia,2017-H-Veraison-B,2017,H,Veraison,B,0,Herbicide
oligoflexia,2017-H-Veraison-C,2017,H,Veraison,C,0,Herbicide
oligoflexia,2017-NH-Veraison-A,2017,NH,Veraison,A,0,Herbicide
oligoflexia,2017-NH-Veraison-B,2017,NH,Veraison,B,0,Herbicide
oligoflexia,2017-NH-Veraison-C,2017,NH,Veraison,C,0,Herbicide
oligoflexia,2017-HW-Harvest-A,2017,HW,Harvest,A,0,Crop Cover
oligoflexia,2017-HW-Harvest-B,2017,HW,Harvest,B,0,Crop Cover
oligoflexia,2017-HW-Harvest-C,2017,HW,Harvest,C,0,Crop Cover
oligoflexia,2017-LW-Harvest-A,2017,LW,Harvest,A,0,Crop Cover
oligoflexia,2017-LW-Harvest-B,2017,LW,Harvest,B,0,Crop Cover
oligoflexia,2017-LW-Harvest-C,2017,LW,Harvest,C,0,Crop Cover
oligoflexia,2017-NCC-Harvest-A,2017,NCC,Harvest,A,0,Crop Cover
oligoflexia,2017-NCC-Harvest-B,2017,NCC,Harvest,B,0,Crop Cover
oligoflexia,2017-NCC-Harvest-C,2017,NCC,Harvest,C,0,Crop Cover
oligoflexia,2017-OF-Harvest-A,2017,OF,Harvest,A,0,Fertilizer
oligoflexia,2017-OF-Harvest-B,2017,OF,Harvest,B,0,Fertilizer
oligoflexia,2017-OF-Harvest-C,2017,OF,Harvest,C,0,Fertilizer
oligoflexia,2017-SF-Harvest-A,2017,SF,Harvest,A,0,Fertilizer
oligoflexia,2017-SF-Harvest-B,2017,SF,Harvest,B,0,Fertilizer
oligoflexia,2017-SF-Harvest-C,2017,SF,Harvest,C,0,Fertilizer
oligoflexia,2017-NF-Harvest-A,2017,NF,Harvest,A,0,Fertilizer
oligoflexia,2017-NF-Harvest-B,2017,NF,Harvest,B,0,Fertilizer
oligoflexia,2017-NF-Harvest-C,2017,NF,Harvest,C,0,Fertilizer
oligoflexia,2017-H-Harvest-A,2017,H,Harvest,A,0,Herbicide
oligoflexia,2017-H-Harvest-B,2017,H,Harvest,B,0,Herbicide
oligoflexia,2017-H-Harvest-C,2017,H,Harvest,C,0,Herbicide
oligoflexia,2017-NH-Harvest-A,2017,NH,Harvest,A,0,Herbicide
oligoflexia,2017-NH-Harvest-B,2017,NH,Harvest,B,0,Herbicide
oligoflexia,2017-NH-Harvest-C,2017,NH,Harvest,C,0,Herbicide
oligoflexia,2018-H-Bud-A,2018,H,Bud,A,0,Herbicide
oligoflexia,2018-H-Bud-B,2018,H,Bud,B,0,Herbicide
oligoflexia,2018-H-Bud-C,2018,H,Bud,C,0,Herbicide
oligoflexia,2018-H-Bloom-A,2018,H,Bloom,A,0,Herbicide
oligoflexia,2018-H-Bloom-B,2018,H,Bloom,B,0,Herbicide
oligoflexia,2018-H-Bloom-C,2018,H,Bloom,C,0,Herbicide
oligoflexia,2018-H-Veraison-A,2018,H,Veraison,A,0,Herbicide
oligoflexia,2018-H-Veraison-B,2018,H,Veraison,B,0,Herbicide
oligoflexia,2018-H-Veraison-C,2018,H,Veraison,C,0,Herbicide
oligoflexia,2018-H-Harvest-A,2018,H,Harvest,A,0,Herbicide
oligoflexia,2018-H-Harvest-B,2018,H,Harvest,B,0,Herbicide
oligoflexia,2018-H-Harvest-C,2018,H,Harvest,C,0,Herbicide
oligoflexia,2018-NH-Bud-A,2018,NH,Bud,A,0,Herbicide
oligoflexia,2018-NH-Bud-B,2018,NH,Bud,B,0,Herbicide
oligoflexia,2018-NH-Bud-C,2018,NH,Bud,C,0,Herbicide
oligoflexia,2018-NH-Bloom-A,2018,NH,Bloom,A,0,Herbicide
oligoflexia,2018-NH-Bloom-C,2018,NH,Bloom,C,0,Herbicide
oligoflexia,2018-NH-Veraison-A,2018,NH,Veraison,A,0,Herbicide
oligoflexia,2018-NH-Veraison-B,2018,NH,Veraison,B,0,Herbicide
oligoflexia,2018-NH-Veraison-C,2018,NH,Veraison,C,0,Herbicide
oligoflexia,2018-NH-Harvest-A,2018,NH,Harvest,A,0,Herbicide
oligoflexia,2018-NH-Harvest-B,2018,NH,Harvest,B,0,Herbicide
oligoflexia,2018-SF-Bud-A,2018,SF,Bud,A,0,Fertilizer
oligoflexia,2018-SF-Bud-B,2018,SF,Bud,B,0,Fertilizer
oligoflexia,2018-SF-Bud-C,2018,SF,Bud,C,0,Fertilizer
oligoflexia,2018-SF-Bloom-A,2018,SF,Bloom,A,0,Fertilizer
oligoflexia,2018-SF-Bloom-C,2018,SF,Bloom,C,0,Fertilizer
oligoflexia,2018-SF-Veraison-A,2018,SF,Veraison,A,0,Fertilizer
oligoflexia,2018-SF-Veraison-B,2018,SF,Veraison,B,0,Fertilizer
oligoflexia,2018-SF-Veraison-C,2018,SF,Veraison,C,0,Fertilizer
oligoflexia,2018-SF-Harvest-A,2018,SF,Harvest,A,0,Fertilizer
oligoflexia,2018-SF-Harvest-B,2018,SF,Harvest,B,0,Fertilizer
oligoflexia,2018-OF-Bud-A,2018,OF,Bud,A,0,Fertilizer
oligoflexia,2018-OF-Bud-B,2018,OF,Bud,B,0,Fertilizer
oligoflexia,2018-OF-Bud-C,2018,OF,Bud,C,0,Fertilizer
oligoflexia,2018-OF-Bloom-B,2018,OF,Bloom,B,0,Fertilizer
oligoflexia,2018-OF-Bloom-C,2018,OF,Bloom,C,0,Fertilizer
oligoflexia,2018-OF-Veraison-A,2018,OF,Veraison,A,0,Fertilizer
oligoflexia,2018-OF-Veraison-B,2018,OF,Veraison,B,0,Fertilizer
oligoflexia,2018-OF-Veraison-C,2018,OF,Veraison,C,0,Fertilizer
oligoflexia,2018-OF-Harvest-A,2018,OF,Harvest,A,0,Fertilizer
oligoflexia,2018-OF-Harvest-B,2018,OF,Harvest,B,0,Fertilizer
oligoflexia,2018-OF-Harvest-C,2018,OF,Harvest,C,0,Fertilizer
oligoflexia,2018-NF-Bud-A,2018,NF,Bud,A,0,Fertilizer
oligoflexia,2018-NF-Bud-B,2018,NF,Bud,B,0,Fertilizer
oligoflexia,2018-NF-Bud-C,2018,NF,Bud,C,0,Fertilizer
oligoflexia,2018-NF-Bloom-A,2018,NF,Bloom,A,0,Fertilizer
oligoflexia,2018-NF-Bloom-B,2018,NF,Bloom,B,1,Fertilizer
oligoflexia,2018-NF-Bloom-C,2018,NF,Bloom,C,0,Fertilizer
oligoflexia,2018-NF-Veraison-A,2018,NF,Veraison,A,0,Fertilizer
oligoflexia,2018-NF-Veraison-B,2018,NF,Veraison,B,0,Fertilizer
oligoflexia,2018-NF-Veraison-C,2018,NF,Veraison,C,0,Fertilizer
oligoflexia,2018-NF-Harvest-A,2018,NF,Harvest,A,0,Fertilizer
oligoflexia,2018-NF-Harvest-B,2018,NF,Harvest,B,0,Fertilizer
oligoflexia,2018-NF-Harvest-C,2018,NF,Harvest,C,0,Fertilizer
oligoflexia,2018-HW-Bud-A,2018,HW,Bud,A,0,Crop Cover
oligoflexia,2018-HW-Bud-B,2018,HW,Bud,B,0,Crop Cover
oligoflexia,2018-HW-Bud-C,2018,HW,Bud,C,0,Crop Cover
oligoflexia,2018-HW-Bloom-A,2018,HW,Bloom,A,0,Crop Cover
oligoflexia,2018-HW-Bloom-B,2018,HW,Bloom,B,0,Crop Cover
oligoflexia,2018-HW-Bloom-C,2018,HW,Bloom,C,0,Crop Cover
oligoflexia,2018-HW-Veraison-A,2018,HW,Veraison,A,0,Crop Cover
oligoflexia,2018-HW-Veraison-B,2018,HW,Veraison,B,0,Crop Cover
oligoflexia,2018-HW-Veraison-C,2018,HW,Veraison,C,0,Crop Cover
oligoflexia,2018-HW-Harvest-A,2018,HW,Harvest,A,0,Crop Cover
oligoflexia,2018-HW-Harvest-B,2018,HW,Harvest,B,0,Crop Cover
oligoflexia,2018-HW-Harvest-C,2018,HW,Harvest,C,0,Crop Cover
oligoflexia,2018-LW-Bud-A,2018,LW,Bud,A,0,Crop Cover
oligoflexia,2018-LW-Bud-B,2018,LW,Bud,B,0,Crop Cover
oligoflexia,2018-LW-Bud-C,2018,LW,Bud,C,0,Crop Cover
oligoflexia,2018-LW-Bloom-A,2018,LW,Bloom,A,0,Crop Cover
oligoflexia,2018-LW-Bloom-B,2018,LW,Bloom,B,0,Crop Cover
